File:,"../Sentiment/Sentiment_train_set_4.csv"
TEXT,VALUE,PRED,CORRECT
"@_KrishaMarie they have a TapEx on campus.  Safe to say they make lots of money.",-1,1,FAIL
"@KevinSpacey How'd you do golfing?  ",1,1,MATCH
"@MommyMelee I may never leave!! This hotel is amazing, we have had the best time! Gorgeous day too!! Like I special ordered it! ",1,-1,FAIL
"back in san diego with the new toy ",1,-1,FAIL
"Belgian waffless, mmm :9 its a friggin sauna in class, no a.c ",-1,-1,MATCH
"Fucking weather. A day off and it rains so much that I can't go out. ",-1,-1,MATCH
"went on another walk to day with Sophie. Bought cake mix for Ruth, really tired ",-1,-1,MATCH
"Good thing @tunesbag let's me take me music everywhere ",1,1,MATCH
"ok parents bac from wedding &amp; of course instant fighting  i want it 2 stop. gonna listen 2 my ipod &amp; wait 4 majo 2 come on... i NEED her!",-1,-1,MATCH
"Hannibal Lecter's gotta me my fave psycho. Just watched Silence of the Lambs. Am finally gonna get out of bed ",1,-1,FAIL
"Shout-outs to @J_Monopoly! He's my 500th follower!! And I'm good hunny...how are you? ",1,-1,FAIL
"Chapter 108 Part 1 is up ",1,1,MATCH
"@wrecktify LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me. ",1,-1,FAIL
"Had a great day: beach, BBQ with old friends (it's crazy that I'm old enough to have 'old' friends!), &amp; learned how to play texas holdem ",1,1,MATCH
"out to partay with my besties  and my fav bb!",1,-1,FAIL
"@alex_thomas Try again tomorrow and you might win another £1 ",1,1,MATCH
"@DwightHoward I absolutely love your fighting spirit. Will be rooting for you as well next time around! ",1,1,MATCH
"My eyes berair...  sore eyes ke?? waahhhhhh",-1,1,FAIL
"After obsessively researching about Twilight for the whole morning, feel like I'm a closet Twilighter.. ",-1,-1,MATCH
"@theloveartist white lace ",1,1,MATCH
"I just brought a hotttt leather jacket, ohh and hbd mathieu ",1,-1,FAIL
"@reeginee well we must hang out anyways just because we both rule so hard :p i'm sad... no more fun  cups, and fat people ",-1,1,FAIL
"@greekshow Yes! They're my favorite shipper! They should be together a long time ago! But I still like Max... ",-1,-1,MATCH
"yes the secret life was soo sad i felt soo bad for grace ",-1,-1,MATCH
"Just got in from work. Quite a few funsies tonight  I need to sleep though now, up bright and early for riding. WOHOOOOOO",1,-1,FAIL
"@alittletrendy lol okay bb!!  and we need to have a group skype cuz ima b drunk 2nite hah!!! ",1,-1,FAIL
"@92maria yeah, but I've tried searching the net, but I cant find it  Guess we'll just have to wait until it airs in England ;)",-1,-1,MATCH
"Getting to work, sorting out what happened last night ",-1,1,FAIL
"@AlanCarr PMSL at the Darth Jackson comment ",1,-1,FAIL
"I'm not well and baby is sick too  ",-1,1,FAIL
"@thalita_x3 ugh really?  sorry hun that sucks. Well just be your charming self ! &lt;3",-1,1,FAIL
"Me. Being ready and stuff.  http://twitpic.com/6b2sj",1,1,MATCH
"well i drank up tonight, what about you ",1,1,MATCH
"@BrianMcnugget don't be mad! he's just jealous he doesn't have a mcnugget crew like you ",1,-1,FAIL
"@xt0rrent i think mine is an 80gig...thats a big downgrade ",-1,1,FAIL
"Pewp. I think my internet just got shut off.  BALLS TO THE WALLS.",-1,-1,MATCH
"well that sucked ",-1,1,FAIL
"@SpellGirlSummer Yeah. Melted chocolate is a bummer. At least I can eat it when it hardens ",1,-1,FAIL
"@BradFraser hahaha thank you for understanding ",-1,1,FAIL
"@RetroDazzle haha how are you? ",1,1,MATCH
"@AlexAllTimeLow don't be nervous. they sound good. i promise. ",1,-1,FAIL
"@GypsyG86 Create a blog and become an author. That's a good way to start! ",1,1,MATCH
"Happy belated birthday @ewop! Don't know exactly what you did, but it sounds like you gave yourself a wonderful present. ",1,1,MATCH
"i NEED these third eye blind tickets...don't know why i'm tweeting this since nearly 100% of my followers are from nyc. but help me out ",1,-1,FAIL
"Nice lazy rainy day. ",1,1,MATCH
"@tattoos1985 you shut up! ",-1,1,FAIL
"@Shylatina72 ...same thing for you: 35 only comes once ;) And it's a good age too  Live your life to the fullest ",1,1,MATCH
"@softthistle Sorry your day is so crappy. Zack being a pain? Sure gotta love those almost 4 year olds ",-1,1,FAIL
"Suddenly missing Whose Line Is It Anyway?, I wish Starworld would do WLIIA marathon.  I need my Scenes From A Hat fix.",-1,-1,MATCH
"@jarscotes Sorry.  Things have been a bit hectic, to say the least...",-1,-1,MATCH
"Off to bed  Nighty night, loves! May The Cullens bite ;)",1,1,MATCH
"had to put her pet wasp in the window so ben could shower. hope alejandro doesnt freeze ",-1,-1,MATCH
"@Honeypott310 no jesus thing, just how i am,  alone and outcast,, never did well in crowds, always too quiet, maybe why I love to write",1,-1,FAIL
"@chickenfootjoe Come down the street 2 fat tuesdays n we'll buy u a drink ",1,1,MATCH
"rough draft of my health care blog  http://bit.ly/wiHhS",-1,-1,MATCH
"@Swagg_3000 music is a GREAT cure for boredom! ",1,1,MATCH
"i still need to go buy lvatt ",-1,-1,MATCH
"@srunarsson Thanks for the encouragement!  Got mostly through it. It was tough. Onto week 3!",1,-1,FAIL
"@aj1996 Thank you.  Hope I can make the chat. Gonna try!",1,-1,FAIL
"Might just have bought the extremely rare first print / first volume of Livius in the Baskerville series of classic books. Bouncing now ",1,-1,FAIL
"EPIC FAIL shirt ",1,1,MATCH
"*Tear*  five chapters in and i'm already crying. Poor hedwig, dumbledore, moody, george's ear......",-1,-1,MATCH
"LOL wow he is funny, but my mind is perplexed about some things going on right now  ",-1,1,FAIL
"@joohymn If you meant tall and burly bespectacled bloke, then yes  We'll get our chance to meet I'm sure!",1,1,MATCH
"@oldweiler You're definitely my boy!!! ",1,-1,FAIL
"#Sfgiants game v. Marlins delayed ... Looks like it will be a 3:40 start ... Meanwhile, Life of Brian's an abomination ",-1,1,FAIL
"@tezzer57 Good morning my lovely  xxx",1,1,MATCH
"@ChrisEYB ur lyin 4 attention! Besides its ur bday ",-1,1,FAIL
"@rainbowglow Glorious... ",1,1,MATCH
"I'm freaking starving ! Can lunchtime pllllllzzzzz come ",-1,1,FAIL
"@TraceCyrus hey trace  u should try out our foods here in the phhilippiness  itss good. especially the mangoes ",1,-1,FAIL
"im eating a cherry flavoured fun dip ",1,1,MATCH
"You can tell I havent played guitar in ages ",-1,-1,MATCH
"@simoncurtis yep, just got in last night! better get to see you this time. ",1,-1,FAIL
"@ptwaugh xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that. ",-1,-1,MATCH
"Thanks to soshified ill be able to watch episode 2 of horror movie factory with english subs... ",1,1,MATCH
"&lt;3 no day but today  ",1,-1,FAIL
"she said &quot;see you is a jumpoff freaky dick suckin cum drinkin dick in the booty ass young bitch, thats all you damn is&quot;  all in one breath",-1,1,FAIL
"last day at work today ",-1,-1,MATCH
"It's day like today that I wish I had a dog ",-1,-1,MATCH
"celebrating with mi goreng... mmmm ",1,1,MATCH
"Good morning!  Lovely sunny day again. No dreams of sausages for me either @cleaninggirl",1,1,MATCH
"Nite nite everyone! I hope you all have safe, pleasant, and remarkably blessed nights. ",1,-1,FAIL
"@miss_sarah_dee Well good luck ",1,1,MATCH
"Have not seen mother in forever and she won't visit  miss her to (there ya go mom) ",-1,-1,MATCH
"Orlando Weeks's voice makes my knees go like jelly ",1,-1,FAIL
"Loving the Saturday Sunshine ",1,1,MATCH
"chillin an havin a drink ",1,1,MATCH
"@Booms26 pfft. no way. been playing since like fifth class. ",1,-1,FAIL
"New #PocketGod update! ",1,1,MATCH
"@Sheindie I sadly won't be there!   They're the one in NC, I think. Not NBC Heroes.",-1,-1,MATCH
"@msamye come down and visit! ",1,-1,FAIL
"@brandon_wirtz  Monster probably saw you were working at 4AM writing code and thought a mundane job would help you sleep ",1,1,MATCH
"@ERICGOOD  No problem...any friend of @ebonistephae is a friend of mine. ",1,1,MATCH
"@cmbsweden no prob.  i'm safe at home...watching youtube music videos. ",1,-1,FAIL
"Just wring A song ... IS About love  ~~Kari*",1,1,MATCH
"@smileyshiv  (because that's what'd make me smiley/bouncy. obviously...)  ",1,1,MATCH
"I've been job hunting today to pay my ticket. Bitch it's the damn ressesion no ones hiring. ",-1,-1,MATCH
"@thisisryanross Come back to Australia soon ? ",1,-1,FAIL
"Enjoy reading all the bull Xirrus is putting out... 16x802.11n APs in a single array - Max 4.8 Gbps but 2x1G wired intf???? LOL ",1,1,MATCH
"@Sianz Mmm, I took a couple too...they'll no doubt hit my Flickr account later tonight too ",1,-1,FAIL
"thats annoyin.. thought i was loved ",-1,-1,MATCH
"now in manila.... thinking of good possibilities.  http://plurk.com/p/rdton",1,1,MATCH
"@yikessdeedee well thats because sometimes i pass the limit of tweets, so i have to use the twitter mobile site ",1,-1,FAIL
"@andrewcareaga I think that in this new, 140-character world, @APStyleBook will understand ",1,-1,FAIL
"I wasnt talking about all intelectuals!!!....what hate is good?  I apologize for my nonsensical ramblings, its coffee talk, no big wuup! ",1,-1,FAIL
"getting ready to go eat with Kelly. it looks like rain... ",-1,-1,MATCH
"I try soo hard toget what I want.. &amp; I always end up having a goose egg.. ",-1,-1,MATCH
"Flight is delayed.  Had a good cry, and now I'm going to find some ice cream. I'm unspeakably ready to be home. Unspeakably.",-1,1,FAIL
"summertime ball and my birthday, it should be a fabulous day ",1,-1,FAIL
"@Scotthomas LOL you're so witty Scott! ",1,1,MATCH
"Finally..... I'M HOME BABY ",1,1,MATCH
"Walking home now. It's soooooo cold outside.  I might break down and take the MTA instead of walking. Hmmmm .....",-1,-1,MATCH
"http://twitpic.com/7gsmh - my dog jumped up and popped me in the lip AND I couldn't find my motorcycle key to ride my bike today ",-1,-1,MATCH
"Hey #Phish damn no show   (PhishTube Broadcast live &gt; http://ustre.am/2j0r)",-1,1,FAIL
"At watermark per mothers day request. In the comfy seat section  http://yfrog.com/56lirj",1,-1,FAIL
"@kourtnie i'm getting a headache. ",-1,1,FAIL
"Graduation is like.. Hell. ",-1,1,FAIL
"@RockinMileyFans mines sooo gotta be Hannah montana the movie ",1,-1,FAIL
"@jeremerogers sooo since ur retired. . does that mean ur not celebrating go out &amp; skate day?! u were posta teach us! ",-1,1,FAIL
"@joshtastic1 you must my sun that i had yesterday.  what you put on bbq?something good i hope.",-1,1,FAIL
"sad cant go to @haiinas and @eyelems place ",-1,-1,MATCH
"@Sarita12385 There's no confirmation of wreckage location yet. Probably will be almost impossible to find... ",-1,-1,MATCH
"@brianherbert Just having a lighter moment.  Some levity of ok.. ",1,1,MATCH
"@katiemw I've been to Tibet as well, My fave place in the world. I was meant to be going back there in Aug but they have it on lock down ",-1,-1,MATCH
"@hollywearsprada it was all going well, until they played INTG,....the song that makes me cry each time. ",-1,1,FAIL
"@JuneBug143 I luv thos 2. &quot;Nervous&quot; is also a fav. Anyway, you seem real cool. Be blessed &amp; have a wonderful hata-free weekend. lol. ",1,1,MATCH
"dance dance with intensity!! ",1,1,MATCH
"trying to find the driver for my interface so it works on my laptop but my brother isn't online to ask him which version of osx I have ",-1,-1,MATCH
"Still sick     on my way to the barbershop",-1,-1,MATCH
"oh goddd..please dont tell me thats a blister i can feel coming up on my chest...not had those since lanzarote! ",-1,-1,MATCH
"wish i had my ipod to listen to my music on the way to reno wednesday, 13 hour trip with no devendra, animal collective or grizzly bear ",-1,-1,MATCH
"My head is just killing me. Handful of pills and still no relief. ",-1,-1,MATCH
"OMG!!!! Volleyball these days are sooooo tiring!!!!!! 4 hours 3 times a week! Hate it but it's the only way to get in the team. sigh ;) ",1,-1,FAIL
"basketball was fun...now im too tan ",-1,1,FAIL
"could have made $700 for free ",-1,1,FAIL
"welcome @Starmonique  ? http://blip.fm/~7c6ke",1,1,MATCH
"is paying bills, running errands, then work. Fun times ",1,1,MATCH
"Sum 1 please help I'm a twitter novice an dnt know wot I'm doing   http://twitpic.com/7w5m9",-1,1,FAIL
"is stay at campus tonight  , anyway add my MY SPACE --&gt; http://ww.myspace.com/noviant thxxxx",-1,1,FAIL
"@SJCooks TY for the FF Steph ",1,1,MATCH
"prom on saturday!! ",1,1,MATCH
"I hate being such a light sleeper ",-1,-1,MATCH
"@ewillett &lt;sigh&gt; I was so excited I spelled his name wrong. Sorry. ",-1,-1,MATCH
"@tedwheeler I think lots of folks could not get past the first sentence for your social media position announcement.  That + 70k  =  ",-1,-1,MATCH
"@scpancake oh! i'm gonna check out on that one now. haha ",1,1,MATCH
"@ElizaReid Hi Elle... Jonathon cook is the singer in forever the sickest kids  durh ",1,1,MATCH
"@Julia_is_REAL bahahaha. No but it was fun. Thanks for having this. We should def have more spontaneous bonfires (without lighter fluid) ",1,-1,FAIL
"going to work everyday would be a lot easier if some people would grow up ",1,1,MATCH
"Say apples to apples is pointless without the soccer ladies ",-1,-1,MATCH
"@mamutopia Yes I am!  I'm gonna mail you about friday soon by the way! ",1,-1,FAIL
"will go to pampanga tomorrow and possibly go on a 3-4day vacation  ka-banas T.T",-1,1,FAIL
"@SOLAMAYA Went to your site! Would love to help &amp; work with you! I will do whatever I can to help support your cause! Awesome!!!! ",1,-1,FAIL
"I feel so bad, so stupid and so dumb. ",-1,-1,MATCH
"@cminzzz I just saw year one. Sorry you got your foreskin cut off ",-1,1,FAIL
"God... Carnesecca's class was so amazing... I did stand up comedy the whole time. ",1,-1,FAIL
"SAT in the morning  , but traveling to New York City , then Rome for the week !",-1,-1,MATCH
"Glad to be home. Sad that Barbie is so sick. ",-1,1,FAIL
"@Restrictor yeah let's have alcohol sponsor a car race - never really understood that one - &amp; BTW Crown Royal is nasty ",1,1,MATCH
"@PipersPicksTV http://bit.ly/kZcsO  MOST AWESOME  just found this on you tube Luis Miguel  ",1,1,MATCH
"I don't feel good.  going to bed...gotta be up in 5 hours!",-1,-1,MATCH
"#flylady which fell over in my car on the last turn before my road!! Now taking a spoon &amp; going outside to repot the plant &amp; get the dirt ",-1,-1,MATCH
"English FA Cup final tomorrow...who would I prefer to win...has to be the toffee men ",1,-1,FAIL
"Very Dissapointed 2009 MTV Movie awards isnt on Australian Television,checked guide and its not there ",-1,1,FAIL
"Happy Mothers Day to all the beautiful woman!!! Especially my mother &amp; grandmother... wish I had a kid ",-1,-1,MATCH
"Didn't know there was a joint on the second floor of arena mty. Quite Posh! Free beer. I'm driving ",-1,1,FAIL
"@unitystudios this makes me smile ",1,1,MATCH
"@_FB_ That sucks. ",-1,1,FAIL
"@Schwarzenegger Dear Gov. Please do not cut Aids Project Palm Springs Many lives depend on it. You have the power to save it. Be a Hero ",1,-1,FAIL
"Is back from Northwestern, but misses all her new friends ",-1,-1,MATCH
"@abby1412 ino the feeling. except that i have 6 in 4 days ",-1,-1,MATCH
"Jus walked into this dumbass drama class smh really late -_- ughh ",-1,-1,MATCH
"@angela_exorcist lol if they care about him enough they will fulfill my demands. If not he'll only be lighting cigarettes. Dun dun duuun. ",1,-1,FAIL
"@zulusafari Course we aren't as crass - we don't claim to be the only country with press freedom either ",1,-1,FAIL
"@ZeroJane i hope you find it... ",-1,1,FAIL
"Is it too late to go to the shops in my jammies? Its past 12 i dont think ill get away with it ",-1,-1,MATCH
"@lostducky0013 only cos i got headbuttd and crashed into the tv  but now im better D",-1,-1,MATCH
"@MoniqueDixon09 I know i miss him too.  I haven't seen him seen school got out",-1,-1,MATCH
"@MikeLewisLP should have done a britains got talent contest to find the next drummer. twitter votes for it etc ",1,-1,FAIL
"@jeffpulver continuing the tradition... Afternoon from Israel ",1,1,MATCH
"Goodness where has the week gone... Have so many tweets to catch up on.  Celebrating a friend's birthday this weekend.  Catch up soon ",1,-1,FAIL
"@aliciac that sounds like a fantastic day ",1,1,MATCH
"@alexandramusic Mornin alex....sum great newz about u is circulatin in LDN...bt i dnt wna get 2 xcited jus incase its nt tru lol... ",1,-1,FAIL
"@buxton Scribblenauts looks like it's going to be *awesome*! I can't wait! ",1,-1,FAIL
"I am taking that as a sign ",1,-1,FAIL
"i want the summer to be over - fall is so much better ",1,-1,FAIL
"lunch break. Don't want to go back to work ",-1,-1,MATCH
"@ShariSamuels Yea, I figured I need to freshen up my closet since I no longer am a college student. ",-1,-1,MATCH
"Google, I love your graphic today. ",1,1,MATCH
"@pjay_ wow...incredible. i cant wait for mine..so sad  #squarespace",-1,-1,MATCH
"No more car   &amp; bought my ticket to go to TX next week!",-1,-1,MATCH
"@hardylove158 Not really.  Sore throat and stuff.",-1,1,FAIL
"@travisdcobbs Guess who played @ Houston the week we were in Mexico? ",-1,-1,MATCH
"@Daniellekeller1 Just wanted to say hey.  ",1,1,MATCH
"@scott0206: aren't you supposed to be studying? ",1,1,MATCH
"@pincheguera I got you today ",1,-1,FAIL
"I love Tokio Hotel and I don´t know nothing about their new album  .Hope they came in Portugal in next tour",-1,-1,MATCH
"@rubymaree can't believe ur ditching me on Tuesday! ",-1,1,FAIL
"Im up, still in a tent... I see little lambs Aww!  ",1,-1,FAIL
"@kristinarosexxx omgahh does anthony rosano have a myspace twitter or anything ??? i dont really find alot of scenes with him ",-1,-1,MATCH
"#followfriday pass it on @Donnette @joycecherrier &lt; special ladies to follow ",1,1,MATCH
"@ilovetypography Haha, you're right! Being a drummer I use the word regularly and always have to think for a second about the spelling.. ",1,-1,FAIL
"@Killandra Reading &amp; loving it. Boy are u right.. sometimes there are no spoons. I've been living without 4 over 10 days.. no fun  Hugsss!",-1,-1,MATCH
"@anyidiot I think we could be related ",1,-1,FAIL
"@gracefreeman grace you just made my day, it's such a good album!! not many people i know like it tho  favourite track?",-1,-1,MATCH
"Done unpacking.  I feel alot better about things now ",1,-1,FAIL
"@jysla :S:S  whats wrong, dear?",-1,1,FAIL
"@wanabelle100 Haha!  I'd be the same way! ",1,-1,FAIL
"@rosatifanda not really.. ",-1,1,FAIL
"@sammiebabyy haha. Just don't lock yourself out like I did last night - $130 to get in this morning ",-1,-1,MATCH
"Off to see Star Trek   Happy Mother's Day to all ",1,1,MATCH
"Getting ready for work ",-1,1,FAIL
"@MrJ04 i have a feeling they are in tha garage. i engraved the 3 paddles i needed to do with a dremel, uugghh its too small, and no power ",-1,-1,MATCH
"is now watching The Coffin (2008). Looks scary. :] I sure hope so! ",1,-1,FAIL
"I just broke the crap out of @studiobanks. Thought I was going to get to go home tonight ",-1,-1,MATCH
"@willserwin  whats wrong?",-1,1,FAIL
"when i need her and i'm feeling low .. i miss her so much  @MarshMash",-1,-1,MATCH
"is heartbroken. I have to get rid of my kitten b/c my neighbors decided to be stupid. ",-1,-1,MATCH
"wow....its super HOOOOOOOOOT 2day...i wana eat ice-cream....LOL ",1,1,MATCH
"Dish made me an offer I couldn't refuse. Free upgrade to HD + DVR. Ttfn  TiVo.   Hopefully I won't regret it. Coming tomorrow! Woot!",-1,-1,MATCH
"@MissKeriBaby im prayin for a no, but predictin a yes unfortunately ",-1,1,FAIL
"@silverph The same wishes to you too! ",1,1,MATCH
"@Nico_from_space they're flocking to me nicolas! it's crazyyy.  ps how are youuu",-1,1,FAIL
"@MissKellyO sore from working out yesterday ",-1,1,FAIL
"@_25111993 haha sure sure  cya tomorrow... ill check if u have studyed or not lol",1,1,MATCH
"@goebicyu Hello how are you doing today ",1,1,MATCH
"Morning! The weather's been so good! How many of you are able to work outside?! Unfortunately I can't really ",-1,-1,MATCH
"@_Nancy_ holaaaaaaaaaaa ",1,1,MATCH
"I haven't updated in sooooo long ",-1,-1,MATCH
"@electricskyline i miss you boy  you didnt tell me you got sims 3 either! poopie face",-1,-1,MATCH
"@JimBeamFans still no red stag 2 b found ",-1,1,FAIL
"and how wrong was i105107 about Iceland ",1,-1,FAIL
"updated the MAC. cool new programs. ",1,1,MATCH
"@OwenC Saw Streetview demo on @bbcclick. Neat. Android doesn't fit well with me. HTC Touch HD looks ace, but is WinMo  Still N97 for me",-1,1,FAIL
"@AyeJayy yeeeeah! well they do lol. I mix ",1,-1,FAIL
"You are really driving me crazy!! STOP IT ",-1,1,FAIL
"@Savfortomorrow yuhhhh, i know! I really wanna go see them too  ahhh, just woke upppp, uber tired.",-1,-1,MATCH
"The Chair theme has had me stumped - now need to think of new way of photographing the same chair  http://is.gd/14zhO",-1,-1,MATCH
"@nindrawr ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.",1,-1,FAIL
"going to white marsh mall to get a few things. text me ",1,1,MATCH
"@thebiggerlights don't have a car... ",-1,1,FAIL
"@siddharthroy hahahah.. nice one ",1,1,MATCH
"@alvinko Just got Tweetie for my iPod Touch, pretty sweet ha but have you got a chance to listen to Fleet Foxes yet? They're at Lolla ",1,-1,FAIL
"fell in love with my axolotl all over again. going home today. broke a key on my laptop. im gutted. its the &quot;u&quot; key ",-1,-1,MATCH
"wishes she was going out tonight, rain ",-1,1,FAIL
"@DENISE_RICHARDS maybe a bedtime story in 140chars or less? once upon a time there was a princess who had insomnia and a pea. the end... ",1,-1,FAIL
"Listeing to rockstar hannah montana ",1,1,MATCH
"@pricetom Hope you survived shopping ",1,1,MATCH
"@divarants thanks! need coffee now! ",1,1,MATCH
"is wishfully thinking you'd walk through the door... hmm ",-1,1,FAIL
"L'town commons w.jboyyyyy ",1,1,MATCH
"@DonEads So excited I found Joseph  He is too cool! Looking forward to his free online training ",1,-1,FAIL
"could go for a packet of Malteasers right about now.. Stupid Facebook ad ",-1,1,FAIL
"Coffee toffee... Twisted frosty... Hey baby, do ya wanna get frosty with me?! Haha. ",1,1,MATCH
"I cannot wait for that mac and cheese to be ready. Bob is making it, so i am preparing myself for oodles of cheese ",1,-1,FAIL
"Startup? looking for an opportunity? check out - http://launchsiliconvalley.org ",1,1,MATCH
"Def chose sleeping over going to breakfast w my friend....guess I shouldve gone to bed earlier ",-1,-1,MATCH
"Everyone! This is the official or real iCarly Team Account!  Follow us! ",1,1,MATCH
"no weekend for danielle  also @ohgigi we'd make the awesomest electro band ever! i'll learn to play the comp and u think up a band name",-1,-1,MATCH
"Thinks Take That, McFly and Russell Howard Will Be Fab This Week ",1,1,MATCH
"Gonna play some WoW! Seeing as that is the only thing my computer is gonna let me do! Then sleep! ",1,1,MATCH
"@the_wockeez http://twitpic.com/6of4d - love them all ",1,1,MATCH
"just got out of class alll day and now im off to a cpr class in a-town til 10 pm  llong ass day.",-1,-1,MATCH
"At Fore Play, sports bar in Portland, Maine. Gotta be at airport around 4:30am.. flight leaves at 6am. To Washington DC, then Detroit. ",-1,-1,MATCH
"@JonathonMclean thanks dude, can you dm him with it, he will love you long time. ",1,1,MATCH
"is crying for katie's grandma  R.I.P",-1,1,FAIL
"@MRJELLYBEANZ Thanks for the #FF ",1,1,MATCH
"@Jonny_Kim sorry dear! I thought I posted it on my facebook! it would have been nice if you came, the show was great ",-1,-1,MATCH
"I still can't get over Up! I don't I've cried that hard in a movie in a long time. Streams of tears, my face is so much thinner now! ",-1,-1,MATCH
"Knight officially is leaving Grey's  sadness!!",-1,1,FAIL
"Reached 300 followers, THANKS EVERYONE! ",1,1,MATCH
"Gonna get ready and go for a walk in the sunshine ",1,-1,FAIL
"listening to CHANGE THE WORLD by michi...  ",1,1,MATCH
"Waiting for @jjorgey and just realized i forgot my book  now i have nothing to do",-1,-1,MATCH
"@xyverz Did you just not get it or did they abuse you? ",-1,-1,MATCH
"Really liking this Lose it! iPhone app, only 542 calories left today though ",-1,1,FAIL
"Missed the 1st trolly. Running late now. I HATE that feeling. ",-1,-1,MATCH
"http://twitpic.com/6e9qy - I edited ALL of that for a contest, do you think I will win? Please comment ",1,1,MATCH
"MariFontanaHello twitterworld! I'm sooo sad! Failed my biology test! ",-1,-1,MATCH
"&quot;I'm least bothered, least concerned&quot; (When actually the desire to know what-she-said-2u-on fone is driving me all nuts and pure insane ",1,-1,FAIL
"I really wish that sunalertz start supporting facebook status message replies soon. hey sun get to work ",1,-1,FAIL
"Finally off work!! Woo hoo! ",1,1,MATCH
"@jonhoneyball don't think I'll be well enough for the pub for a few days, at this rate ",-1,-1,MATCH
"ewww work time yay mid nuit ",-1,1,FAIL
"@Nicci_DPD Knighty Knight girl!! Sweet JorDon dreams! ",1,1,MATCH
"back at elon and enjoying summer ",1,-1,FAIL
"would like a hug and a kiss from Eric. Long distances really really stink ",-1,1,FAIL
"@carolemoyes Yeah, thank God... Still got 4 weeks of school after though... Umph!... ",-1,-1,MATCH
"@brooklynhilary want a partner back to LA! ? Good company cat bad at stick ",1,1,MATCH
"@calgrad96 http://twitpic.com/5bmwc - WOW!  I know where that is   GREAT JOB!",1,1,MATCH
"I don't want to go to bed! I want to do something fun. ",1,-1,FAIL
"@kimberlytia love it!!!  it's so you, snow white. ",1,1,MATCH
"What a snooozy day. ",-1,1,FAIL
"My hair's still wet. Who cared, it's warm outside - and inside ",1,-1,FAIL
"Nevermind! I'm going to sleep and I will study tomorroe in the morning! Goodnight twitters! ",1,-1,FAIL
"@TessMorris  hello back hun  xxx",1,1,MATCH
"i want to watch UP in 3D ",-1,-1,MATCH
"@Kibler Yup -- those reality show people aren't to be trusted 'til they're backed and fiscally sound ",1,-1,FAIL
"Doesn't have a phone till morning. i'm such a nice sister. i guess i'll hit the hay early. goooodnight ",1,-1,FAIL
"ok, finished night shift, taking my baby to school, then off to be pampered!! Sleep comes last ",1,-1,FAIL
"@ExMi @SheBeeGee for sure!! There some leke coffee places in Edenvale so we'll organise soon ",1,1,MATCH
"@RLowy I know. Twitter apocalypse at Tesoro  and how sad that I was the one who figured that out",-1,-1,MATCH
"@LittleBurger Wondering why you are hiding behind this nasty ass burger!... Your TRUE fans will always be behind you no matter what! ",1,1,MATCH
"...exam is next and I'm a bit excited! I love Astronomy! I'm going to start studying immediately ",1,1,MATCH
"No luck gettin an iPhone today. 2nd attempt at Apple was unsuccessful. Boo. ",-1,-1,MATCH
"thought I was making some progress with the cleaning up thing...maybe not so much...trying not to get discouraged...  ",-1,-1,MATCH
"@kpmuse01 I'm sure that you can get into all sorts of trouble!  I can't wait to see what trouble you cause in the BH. ^-^ It'll be fun!",1,-1,FAIL
"@britl Was anyone hurt?  I hope not ",-1,-1,MATCH
"doesn't have any followers ",-1,-1,MATCH
"@deathbedlaura Played yesterday but  instruments made me feel like a banana-fingered fool and microphone made awful noises come out of me ",-1,-1,MATCH
"Hi guys,what are you doing now?What? Ontheway home?Me? Hmm,staying at home.Watching night at the museum,it's am... You've watched it? ok ",-1,1,FAIL
"@butwait lol! it's times like these that make my obsession with office supplies, and post-its in particular, useful ",1,-1,FAIL
"@genvsjohnny i promise! ",1,-1,FAIL
"@porunsueno but then i would have to stop making fun of you to get my candle back up ",-1,-1,MATCH
"well aren't you a busy girl @Haboushy I'm jealous...I mean, not about being a girl lol, but you gotta lot of excitement going on ",1,1,MATCH
"@dutch3sssin NOOOOO, not fine ass Jason ",-1,1,FAIL
"heading to bed, work tomorrow!  that sounds so good! God is good!  btw we were txting earlier, and Darrell agrees..",1,1,MATCH
"@razasayed cool ",1,1,MATCH
"@laurenconrad uh yay !  wanna see some pictures of you throwing the first pitch. &amp; btw can i buy your book in germany too or just in usa ?",1,-1,FAIL
"hanging out missing my best friend ",-1,-1,MATCH
"Hating on the twitter follow limit  Makes my milk curd!",-1,-1,MATCH
"My clock just syinked up with my music ",1,-1,FAIL
"@Extrange I'm totally impressed!  I could only wish to be an otaku!  Instead...I just get horrible nosebleeds when I see bishonen ",-1,-1,MATCH
"@scynet thanks for the rt mentioning @galtime ",1,1,MATCH
"@eroticala Thanks for the tip! I'll have to do that for sure. ",1,-1,FAIL
"just what every businessman needs most  ? http://blip.fm/~4mfxr",1,1,MATCH
"@bkGirlFriday Me too LOL!!! I've gotten so many of those stupid britney porn accounts following me during the past few days...so annoying ",-1,1,FAIL
"@sarahG I'm so fed up with this site, it's taken ten times longer to build and worst of all it's a freebie ",-1,-1,MATCH
"@StephanieEllen So parakeets getting horny doesn't shock you but old people kissing does? ",1,1,MATCH
"isn't it great to be appreciated? ",1,-1,FAIL
