File:,"../Sarcasm/Sarcasm_train_set_4.csv"
TEXT,VALUE,PRED,CORRECT
"mcdonald's birthday party to be happiest time in child's life",1,-1,FAIL
"spielberg panics, adds comical groin injuries to 'lincoln'",1,1,MATCH
"state department releases more clinton emails",-1,-1,MATCH
"senator struggling to weigh interests of entire constituency against nothing",1,1,MATCH
"novelist thinks people shrug 10 times more than they actually do",1,-1,FAIL
"foie gras, scallops snuck into opera house",1,1,MATCH
"another university stops students from passing out copies of the constitution",-1,-1,MATCH
"levi's factory implicated in cruel treatment of denim cows",1,1,MATCH
"god refuses to grant any more transcendent near-death experiences to people who crash snowmobiles",1,-1,FAIL
"woman had no idea participating in 5k walk could be so unrewarding",1,-1,FAIL
"actor nils hognestad performs in front of a live audience on some assembly required",-1,-1,MATCH
"kenya should not sign china and south africa coal deal",-1,-1,MATCH
"this common nighttime habit is giving you wrinkles, study says",-1,-1,MATCH
"check it out: deer",1,1,MATCH
"duke, duchess of cambridge announce name of third child is louis arthur al-baghdadi",1,-1,FAIL
"man always insists you toss him keys rather than just hand them to him",1,1,MATCH
"second hour in fabric store nearly kills eight-year-old",1,-1,FAIL
"why jb smoove doesn't want chris rock to boycott the oscars",-1,-1,MATCH
"whatsapp co-founder to leave company amid disagreements with facebook",-1,1,FAIL
"disillusioned hollywood sign moves back to small iowa farm town",1,1,MATCH
"local cat attempts world record for things sat on",1,-1,FAIL
"literally what is sarah palin even talking about",-1,-1,MATCH
"a good news story about 'imperfect' pregnancy",-1,-1,MATCH
"watch: ferguson protesters have some demands",-1,1,FAIL
"advice for the broken-hearted",-1,-1,MATCH
"'she's in king david cemetery. that is where i go to see my kid now.'",-1,-1,MATCH
"this is what a perfect shot on goal looks like",-1,-1,MATCH
"4 ways retirees can be as 'smart' with their money as donald trump",-1,-1,MATCH
"watch: mama weasel won't let teeny baby fall behind",-1,-1,MATCH
"monarch butterfly makes directorial debut on 'nature' episode",1,-1,FAIL
"'real people' in car commercials are either actors or not terribly bright",-1,-1,MATCH
"10 (more) gorgeous colorized photos that put history in a new light",-1,-1,MATCH
"gated-community members wish there was something they could do",1,1,MATCH
"this bus stop must be near culinary school",1,-1,FAIL
"tammy haddad brunch kicks off star-studded whcd weekend",-1,-1,MATCH
"these hilarious 'hacks' for organizing your kid's bookshelf are spot-on",-1,-1,MATCH
"rosie perez wants to understand why anyone would vote for trump",-1,-1,MATCH
"i'm a republican, but this isn't the tax reform our country needs",-1,-1,MATCH
"trump's immigration proposals would change the identity of america",-1,-1,MATCH
"injured troops request extended tours to avoid being sent to walter reed",1,-1,FAIL
"breaking up with god",-1,1,FAIL
"1994 video-store receipt reveals clinton rented night eyes 2, 3",1,-1,FAIL
"just some guys in england driving a tank to the gas station",-1,-1,MATCH
"college admissions office finds ideal applicant capable of subsidizing tuition of 3 low-income students",1,1,MATCH
"new roommates attempt to find manly way of saying good night",1,1,MATCH
"women and heart disease",-1,-1,MATCH
"cosmopolitan offers 15 tips for fattening up for winter",1,-1,FAIL
"alabama education official warns of 'homosexualist' common core takeover",-1,1,FAIL
"valerie harper gives fans health update following hospitalization",-1,-1,MATCH
"cop vows to hunt down punk who successfully pressed brutality charges against his partner",1,-1,FAIL
"'my work here is done,' smiles contented bannon before bursting into millions of spores",1,1,MATCH
"morton unveils individually wrapped salt grains",1,1,MATCH
"gawker's season of fear and loathing",-1,-1,MATCH
"everyone on flight annoyed by screaming kid rock",1,1,MATCH
"running back's buttocks undulate hypnotically in sexuality-challenging slow-motion replay",1,-1,FAIL
"parents gently explain to son why family dog had to be blown up with dynamite",1,1,MATCH
"after backlash, fema once again has puerto rico power, water stats on main website",-1,1,FAIL
"study finds earth's animals one giant creature before breaking apart millions of years ago",1,1,MATCH
"affordable fast food that's good for you? what a concept",-1,-1,MATCH
"why eva longoria will never run for public office",-1,-1,MATCH
"plant dead because of you",1,-1,FAIL
"t-boz adds more fuel to ongoing drama with former manager",-1,1,FAIL
"students stage anti-trump art protest at gop nominee's alma mater",-1,-1,MATCH
"taxpayer outraged",1,-1,FAIL
"ex-college basketball star waits 2 years to send the perfect tweet",-1,-1,MATCH
"4 copy editors killed in ongoing ap style, chicago manual gang violence",1,-1,FAIL
"area man willing to give up any of muslims' rights necessary to feel safe",1,1,MATCH
"acne medication may cause dizziness, nausea, loss of hearing, insomnia, blood clotting, difficulty breathing",1,1,MATCH
"indiana jones could be played by a woman, steven spielberg says",-1,-1,MATCH
"former 'munsters' child star shares the troubling real reason he quit acting",-1,-1,MATCH
"diamonds are a girl's best friend -- and other feminist truths",-1,-1,MATCH
"china, india account for half world's pollution deaths in 2015",-1,-1,MATCH
"the most popular pies around the world, according to pinterest",-1,-1,MATCH
"joe biden has strong words for betsy devos after her title ix announcement",-1,-1,MATCH
"queen victoria's secret:lifting the fig leaf",-1,-1,MATCH
"trump's travel ban does nothing to stop the most deadly form of terror in the u.s.",-1,-1,MATCH
"heady youth expresses individuality with 'ear-ring'",1,1,MATCH
"npr acknowledges plagiarism in 10 music stories",-1,-1,MATCH
"millions of gallons of oil spill into washington from ruptured rex tillerson",1,1,MATCH
"kenneth starr orders lbj exhumed for investigation of possible sexual impropriety",1,1,MATCH
"joe walsh executed to keep 'eagles greatest hits' sales ahead of 'thriller'",1,1,MATCH
"the soft corruption of clinton, inc. -- and how it could cost democrats the presidency",-1,-1,MATCH
"court tosses scott walker's food stamp drug testing lawsuit",-1,-1,MATCH
"this video of a road being surfaced is ridiculously satisfying",-1,-1,MATCH
"usda rolls out new school brunch program for wealthier school districts",1,1,MATCH
"this was my story",-1,-1,MATCH
"heinz introduces new quick-recovery sports ketchup",1,1,MATCH
"love wins in singer dyllan murray's heartfelt new music video",-1,-1,MATCH
"winn-dixie: from one to a thousand-a journey of a hundred years",-1,-1,MATCH
"mtv shifts focus to youth",1,1,MATCH
"seth meyers has a scathing message for matt lauer",-1,-1,MATCH
"impoverished monte carlo family forced to live out of racecar",1,1,MATCH
"3 tips for a happy financial new year",-1,-1,MATCH
"epa rolls back emissions standards to increase consumer choice over type of apocalyptic hellscape earth will become",1,1,MATCH
"how pop culture can change the way we talk about abortion",-1,-1,MATCH
"sabra hummus: cedar's hummus lacks experience necessary to become america's no. 1 hummus",1,1,MATCH
"group buys fishing net so others can't, will save up to 10,000 sharks",-1,1,FAIL
"mark zuckerberg cited for contempt of congress after refusing to shut the fuck up about how he started company in dorm room",1,-1,FAIL
"fugitive movie heroine cuts own hair perfectly",1,-1,FAIL
"person who will embalm you walking around out there",1,-1,FAIL
"watch out, sephora. h&m beauty is coming for you.",-1,-1,MATCH
"full-time mom drunk on the job",1,-1,FAIL
"the crossfit case for equal pay",-1,-1,MATCH
"yoga master: diamond dallas page's reluctant destiny",-1,-1,MATCH
"nasa joins twitter users to name those newly discovered planets. the inevitable happens.",-1,-1,MATCH
"notre dame, stung by 'the hunting ground,' is under u.s. investigation for sexual harassment cases",-1,-1,MATCH
"monument designer to see if some other country wants to buy rejected war memorial",1,1,MATCH
"bono outbids everyone at charity auction for bono-autographed guitar",1,1,MATCH
"read live updates on irma",-1,-1,MATCH
"weird al honors parents' memory with 'tears in heaven' parody",1,-1,FAIL
"magical gallery transforms dull objects into art",1,1,MATCH
"fda approves nasal-spray version of overdose drug naloxone",-1,1,FAIL
"greek populace woken up at 6 a.m. by angela merkel's voice booming through loudspeakers across country",1,-1,FAIL
"a global meditation for world peace, december 12, 2014",-1,-1,MATCH
"my beautiful reward and the 7 lessons it has taught me",-1,-1,MATCH
"historical archives: sing ho! for the king of broil'd meats",1,-1,FAIL
"the health care fight is driving more democrats to run for office",-1,-1,MATCH
"10 ways i am failing adulthood",-1,-1,MATCH
"iran promises to end nuclear program in exchange for detailed diagram of atomic bomb",1,1,MATCH
"23andme forensic kit informs customer what crimes he's committed",1,-1,FAIL
"45-year-old to help candidate understand youth vote",1,1,MATCH
"waters tested as 12-year-old says 'shit' in front of mom for first time",1,-1,FAIL
"follow-up tests confirm president trump's 19 other personalities also perfectly healthy",1,-1,FAIL
"how to tell if a dinosaur is fake",-1,-1,MATCH
"study: shoving, yelling makes things go faster 76% of time",1,1,MATCH
"chrissy teigen 'gasps' at cardi b song calling for threesome with her, rihanna",-1,1,FAIL
"breaking: bitcoin value currently plummeting─no, wait─skyrocketing─no, plummeting",1,-1,FAIL
"how climate change is intensifying hurricane joaquin",-1,-1,MATCH
"cancer lobbies for decreased cancer funding",1,-1,FAIL
"jeb bush surprised how easily stance on confederate flag set him apart from other republican candidates",1,-1,FAIL
"how to know when to dial your confidence up -- or down",-1,-1,MATCH
"this women pulled out all the stops to land her dream job",-1,-1,MATCH
"dead ipod remembered as expensive",1,-1,FAIL
"principal: adding lgbt club would 'create bullying'",-1,1,FAIL
"criminals prefer iphones because they're so secure, police say",-1,-1,MATCH
"historical reenactor gets medieval on a drone buzzing overhead",-1,-1,MATCH
"idiotic tree keeps trying to plant seeds on sidewalk",1,1,MATCH
"the 14 new style stars who will light up the red carpet in 2016",-1,-1,MATCH
"teen tweets of the week!",-1,-1,MATCH
"nature films: do they glamorize molting?",1,-1,FAIL
"couple puts handful of items on registry that loser family members can afford",1,1,MATCH
"russell westbrook withdraws from olympics in brazil",-1,-1,MATCH
"california to allow prisoners to serve sentences online",1,1,MATCH
"the five biggest lies about obamacare",-1,-1,MATCH
"wealthy, famous individual described as 'totally down-to-earth' by thousands of acquaintances, all of whom are lying",1,1,MATCH
"why did contraception stop being common ground in the abortion wars?",-1,-1,MATCH
"new study finds unplanned pregnancies continuing to decline in bruce springsteen lyrics",1,1,MATCH
"watch live: pro-volleyball star gabby reece dishes on nbc's new fitness show",-1,1,FAIL
"what gets lost when a real murder becomes an entertainment craze",-1,-1,MATCH
"four emergency workers barred from duty following nypd chokehold death",-1,-1,MATCH
"texas abortion opponents to cheer selves up with execution",1,1,MATCH
"this note left in robert griffin iii's locker sure seems like a clue to his future",-1,-1,MATCH
"kim jong-un thrown into labor camp for attempting to cross border into south korea",1,1,MATCH
"viewer outraged",1,-1,FAIL
"startling report finds evidence democrats may have attempted to influence 2016 election",1,1,MATCH
"truthful tuesday: the forgetful edition",-1,-1,MATCH
"melania idly wonders if she would get heads-up about nuclear missile headed toward new york",1,1,MATCH
"sports section tragically missing",1,-1,FAIL
"trump boys chasing wounded boar around white house",1,-1,FAIL
"new vh1 show canceled for not being pathetic enough",1,1,MATCH
"nesting sea turtle escorted from private beach",1,-1,FAIL
"sunday meal prep: the healthy recipes that'll make this week easier",-1,-1,MATCH
"what wealth isn't",-1,-1,MATCH
"u.s. cryptographers: 'frpx-k5je-oc4n-e5dn'",1,-1,FAIL
"cynthia nixon's 'fix our subway' ads shred cuomo's mta, commuters rejoice",-1,-1,MATCH
"jerry sandusky hoping judge takes it easy on him with sentencing",1,1,MATCH
"breaking: cousin mark coming after all",1,-1,FAIL
"government-publications enthusiast makes pilgrimage to pueblo, co",1,1,MATCH
"how the 'bachelor in paradise' premiere handled the shutdown",-1,-1,MATCH
"italy earthquake survivors to live in tents until january, amatrice mayor says",-1,-1,MATCH
"twentysomething generation turns 35",1,-1,FAIL
"college graduate to never read a book again",1,-1,FAIL
"sarah huckabee sanders flatly rejects jim acosta's assertion that he's jim acosta",1,-1,FAIL
"'eco-warrior' vandana shiva, at $40,000 a speech, rejoins hawaii anti-gmo crusade, but truth is the victim",-1,-1,MATCH
"wife's needs gross",1,-1,FAIL
"farting teen sparks fight",-1,-1,MATCH
"ramadan: religious fervor taken over by media capitalists?",-1,-1,MATCH
"5 bags that fit the new carry-on suggestions (photos)",-1,-1,MATCH
"national security council spokesman resigns over donald trump's 'disturbing' actions",-1,-1,MATCH
"john oliver rallies 'time-wasters and troublemakers' to fight the fcc",-1,-1,MATCH
"obama addresses nation still wearing spock ears",1,1,MATCH
"miracle overpass issues mysterious stream of urine",1,1,MATCH
"date invites woman upstairs to check out red flags",1,1,MATCH
"man claims ex cares more about 'nonexistent' singing career than their daughter",-1,1,FAIL
"man adds a few personalized tracks to standard new-girlfriend mix cd",1,1,MATCH
"the breaking 'cartgate' scandal in honduras",-1,-1,MATCH
"supreme court justices brought to tears by heartfelt testimony of bigot who hates gay people",1,1,MATCH
"community mural depicts misshapen globs of all races",1,1,MATCH
"syrian archbishop on christians threatened by isis: 'we may disappear soon'",-1,-1,MATCH
"cinzano poster brings touch of class to shithole",1,1,MATCH
"report: nearby conversation definitely just got quiet to prevent you from hearing it",1,-1,FAIL
"new pumpkin spice channel to offer fall-themed hardcore pornography",1,1,MATCH
"vatican policymaking once again manipulated by powerful second commandment rights groups",1,-1,FAIL
"u.s. retakes top spot in annual 'party country' rankings",1,-1,FAIL
"the great seafood treats of late summer, part ii: the fish fry",-1,-1,MATCH
"watch live: how to make your favorite summer treats",-1,-1,MATCH
"government shutdown forces national zoo to turn off panda suicide cam",1,-1,FAIL
"disney releases first image of 'star wars: rogue one' cast",-1,1,FAIL
"the army tells its soldiers to get some sleep",-1,-1,MATCH
"colombia's 52-year war is officially over as new peace deal passes",-1,-1,MATCH
"house conservatives claim democrats have failed black communities",-1,-1,MATCH
"does policing summons warrants really prevent serious crime?",-1,-1,MATCH
"rest of evening spent declaring asshole not going to ruin evening",1,1,MATCH
"biden pardons single yam in vice presidential thanksgiving ritual",1,-1,FAIL
"this may be holding you back from repairing a broken relationship",-1,-1,MATCH
"this could be 'one of the warmest christmas days of your lifetime'",-1,-1,MATCH
"hair salon's 'quiet chair' is a dream for haters of smalltalk",-1,-1,MATCH
"kim kardashian's 11 best outfits of 2015",-1,1,FAIL
"inhibitions found in seedy motel room",1,-1,FAIL
"prince george and princess charlotte steal the show at pippa middleton's wedding",-1,-1,MATCH
"elizabeth warren reams gop: 'the system is rigged' against americans",-1,-1,MATCH
"humane society board members quit over failure to oust ceo for harassment",-1,1,FAIL
"depressed wolf blitzer locks self in situation room",1,-1,FAIL
"the first trailer for 'snowden,' starring joseph gordon-levitt, is practically a résumé",-1,-1,MATCH
"trans teen gavin grimm responds to laverne cox shout out at the grammys",-1,-1,MATCH
"man pleased to find most of his mid-'90s anti-hillary rant still usable",1,1,MATCH
"mom scanning menu finds 'pan-seared diver scallops' faster than speed of light",1,1,MATCH
"kasich hastily paints name on side of skyscraper in attempt to woo new york voters",1,1,MATCH
"waitress creeped out by overtipper",1,1,MATCH
"focus groups hated it right up until guy's head got cut off",1,-1,FAIL
"rebel wilson says 'male star' sexually harassed her while his friends tried to film",-1,-1,MATCH
"apple, taxes, and the social contract of global corporate citizens",-1,-1,MATCH
"jenna elfman mentally prepares answer to inevitable question about her outfit",1,-1,FAIL
"'stargate sg-1' fans disappointed to see richard dean anderson walk onto stage like a normal person",1,-1,FAIL
"wrong pre-fab house delivered",1,-1,FAIL
"roy moore disgusted by thought of groping breasts of sexually mature woman",1,1,MATCH
"oregon gov. kate brown announces reelection bid",-1,1,FAIL
"the overselling of ed tech",-1,-1,MATCH
"taylor swift calls out celebrity culture",-1,1,FAIL
"this 14-year-old cellist is making her mark in classical music",-1,-1,MATCH
"here's why the college admissions process is bonkers",-1,-1,MATCH
"area man could have sworn randy newman sang welcome back, kotter theme",1,1,MATCH
"mosquitoes don't even need to bite us, study shows",1,-1,FAIL
"nation dreading next 6 months of watching candidates trying to relate to it",1,1,MATCH
"funeral held for door shot 4 times by oscar pistorius",1,-1,FAIL
"spouse criticism may worsen chronic low back pain",-1,-1,MATCH
"more americans putting off marriage until ultimatum",1,-1,FAIL
"sean hannity goes berserk after losing conservative media award",-1,-1,MATCH
"how a social media post led a teen into sex trafficking",-1,-1,MATCH
"housefly drops everything to go stand on watermelon slice",1,1,MATCH
"religious scholars discover jesus christ delivered by dr. sidney adler",1,-1,FAIL
"monaco residents terrified to walk through penthousing projects",1,-1,FAIL
"jared leto doesn't 'give a f**k' about taylor swift",-1,-1,MATCH
"expectant mother ashamed to realize she's looking forward to new wheat thins flavor more than birth of own child",1,1,MATCH
"trump shaping general election strategy with team of most trusted erratic impulses",1,-1,FAIL
"trump supporters move to block vote recounts in 3 states",-1,-1,MATCH
"irs announces refunds will come in form of forever stamps this year",1,-1,FAIL
"kalamazoo shooting suspect switched cars amid rampage",-1,-1,MATCH
"5 single parent dating tips",-1,-1,MATCH
"hillary clinton steals the show with pitch-perfect cameo in 'song for women 2017'",-1,-1,MATCH
"parents are loving this touching letter written from a newborn's perspective",-1,-1,MATCH
"process and presentness: the work of israel lund",-1,-1,MATCH
"can we bring a glimmer of hope to syrians?",-1,1,FAIL
"women in business q&a: nawal motawi, motawi teleworks",-1,-1,MATCH
"photograph of little girl being absorbed into michelle obama portrait goes viral",1,1,MATCH
"indian prince manvendra singh gohil to open lgbtq center on family's royal grounds",-1,1,FAIL
"kristen bell and dax shepard are giving us everything at the golden globes",-1,-1,MATCH
"earth orbit: getting crowded... much faster",-1,1,FAIL
"bar scene also tired of area bachelor",1,1,MATCH
"backup plan in case menu item out of stock most well-thought-out part of man's life",1,1,MATCH
"trump says his attitude toward syria changed with chemical attack",-1,-1,MATCH
"the essence women in hollywood event was full of black girl magic",-1,-1,MATCH
"trevor noah just sincerely praised donald trump for something",-1,-1,MATCH
"why these people of faith are marching for women this weekend",-1,-1,MATCH
"updating the party: cuba's new (and not so new) leaders",-1,-1,MATCH
"documentary about plymouth rock throws in some world war ii to keep people interested",1,1,MATCH
"a new way to buy gold",-1,-1,MATCH
"the new new net neutrality",-1,-1,MATCH
"oh wait, area man not paul",1,1,MATCH
"tai chi practitioner really slowly dislocates knee",1,-1,FAIL
"floor pizza and the new mediocrity",-1,-1,MATCH
"factory robot working on some of its own designs after hours",1,1,MATCH
"errant keystroke produces character never before seen by human eyes",1,1,MATCH
"john ashcroft silences reporters with warning shot",1,1,MATCH
"oh, area man's aching back",1,1,MATCH
"area new york times 98 percent unread",1,1,MATCH
"i'm sick of apathy -- and you should be, too",-1,-1,MATCH
"human feet originally used for walking, anthropologists report",1,-1,FAIL
"obamas decide to stay in white house until daughters finish high school",1,-1,FAIL
"why a woman refuses to leave her husband who threatened to kill her",-1,-1,MATCH
"fourth of july ice-cream cake",-1,1,FAIL
"floating library proves books should be shared in improbable places",-1,-1,MATCH
"all 5 living former u.s. presidents to attend hurricane relief concert",-1,1,FAIL
"new hyundai owner sort of brags about it to co-workers",1,1,MATCH
"former patriots and chiefs tackle ryan o'callaghan comes out as gay",-1,-1,MATCH
"26-year-old feeling self-conscious after seeing all his friends fail slightly less than him",1,1,MATCH
"jfk jr. announces plans to run for best-dressed man in '98",1,1,MATCH
"5 reasons why you need boundaries in your relationships and life",-1,-1,MATCH
"watch kevin hart drop the mic on james corden",-1,-1,MATCH
"romney throws quinceañera for ann in last-minute attempt to get hispanic vote",1,-1,FAIL
"area man so sick of having to explain family members' political views to them",1,1,MATCH
"15,000 years of human artistic endeavor culminate in see spot run",1,-1,FAIL
"census adds question asking participants to identify any unpatriotic neighbor",1,1,MATCH
"florida county asks judge to clarify gay marriage ruling",-1,1,FAIL
"this is what it's really like out there for female superheroes",-1,-1,MATCH
"pure silk to stream from cindy crawford's ass",1,-1,FAIL
"moviegoer can already see where commercials will go",1,-1,FAIL
"watch a wrecking ball destroy a bunch of cars and get on with your life",-1,-1,MATCH
"report: it would probably be nice having friends",1,1,MATCH
"breaking: we're doing a bad job",1,-1,FAIL
"#brownribboncampaign reminds us oscar diversity isn't just black and white",-1,-1,MATCH
"'what were we talking about again?' says trump 15 seconds into phone call to family of fallen soldier",1,-1,FAIL
"obama responds to charlottesville violence with a quote from nelson mandela",-1,-1,MATCH
"democrats play nice and normal with trump in nominee hearings",-1,-1,MATCH
"study: red meat takes years off of cow's life",1,1,MATCH
"philip morris ceo forces senator to dance for his amusement",1,-1,FAIL
"justice sotomayor: stop bending the constitution to favor cops",-1,-1,MATCH
"trump announces plan to replace food stamps with new low-income foraging program",1,1,MATCH
"blood-drenched sarah koenig announces topic for upcoming season of 'serial'",1,1,MATCH
"hobby lobby, climate change, and the gop's women problem",-1,-1,MATCH
"here's what we know about 'american horror story' season 5",-1,-1,MATCH
"trump's new afghanistan plan: same as the old plan",-1,-1,MATCH
"poisoned daughter of russian spy released from hospital",-1,1,FAIL
"all black athletes should be sitting for the national anthem",-1,-1,MATCH
"last month apparently women's history month",1,1,MATCH
"jay-z's '4:44' makes room for black men to be vulnerable",-1,-1,MATCH
"scientists successfully create artificial placenta that tastes just as delicious as real one",1,-1,FAIL
"amos lee reveals the story behind 'arms of a woman'",-1,-1,MATCH
"why clinton will win",-1,-1,MATCH
"sudden death of aunt creates rupture in family gossip pipeline",1,1,MATCH
"she dropped everything to come fight for immigration reform. she's still waiting.",-1,-1,MATCH
"kfc ads get even weirder with norm macdonald as 'real' col. sanders",-1,1,FAIL
"tim robbins tired of being typecast as relatively tall characters",1,1,MATCH
"calcutta fire marshal: many indian homes lack bride extinguisher",1,-1,FAIL
"kylie jenner spends sunday in a bikini",-1,-1,MATCH
"sanders says clinton's platform could determine how much he would campaign for her",-1,-1,MATCH
"the only way to know what neil gorsuch really thinks about gay sex is to ask him about it",-1,-1,MATCH
"pink gets real about the 'most humbling' part of parenting",-1,-1,MATCH
"world health organization: 'not sure how, but adam levine's new fragrance the only antidote to mers virus'",1,-1,FAIL
"vegetarian can't bring self to eat ihop's funny face pancakes",1,1,MATCH
"woman's body confusing jumble of celtic, egyptian, japanese symbols",1,1,MATCH
"accused 'kayak killer' pushed paddle away from drowning fiance: prosecutor",-1,-1,MATCH
"jon stewart: comedy 'shouldn't be an act of courage'",-1,-1,MATCH
"reese witherspoon voices disappointment at oscars' astonishing lack of diversity",-1,1,FAIL
"love is humble",-1,-1,MATCH
"obama: 'i'm going to do what i can through executive action' on immigration",-1,-1,MATCH
"top climate change doubter didn't mention that oil companies were paying him",-1,-1,MATCH
"fracking industry now largest employer of recent pr graduates",1,1,MATCH
"time to end subsidies that are destroying forests",-1,-1,MATCH
"mitt romney reaches out to young voters with laser tag pizza party",1,1,MATCH
"adorable kids ask pharrell hard-hitting questions about his new book 'happy'",-1,-1,MATCH
"man scolded by brother-in-law for not taking better advantage of open bar",1,1,MATCH
"man surprises girlfriend by drawing them in different animation styles",-1,1,FAIL
"grandson's jigsaw puzzle strategy fucking pathetic",1,-1,FAIL
"limbaugh says drug addiction a remnant of clinton administration",1,-1,FAIL
"red lobster criticized for decimating biscuit populations along cheddar bay",1,-1,FAIL
"oxford english dictionary to add 'skype' and 'coat' to latest edition",1,-1,FAIL
"that same guy with the glasses at every rock show",1,-1,FAIL
"enraged character in stageplay to be unconvincingly restrained by other actors",1,-1,FAIL
"rain told to go away in 1986 returns",1,-1,FAIL
"rigorous battery of tests unable to determine if roommate broke up with girlfriend",1,1,MATCH
"is facebook's subscription-based news service bad for the publishing industry?",-1,-1,MATCH
"slovakia's prime minister fico quits amid crisis over murdered journalist",-1,-1,MATCH
"daily meditation: spiritual sustenance",-1,-1,MATCH
"loyal driveway patiently waiting for owner to return from work",1,-1,FAIL
"viacom demands youtube pull 400,000 ex-tv viewers from its site",1,-1,FAIL
"guy from sopranos drops by local pizza parlor for free slice",1,1,MATCH
"5 scientific reasons a beach vacation is necessary for your health",-1,-1,MATCH
"the best chance to defeat roy moore may be for the democratic party to lie low",-1,-1,MATCH
"people apparently been using rest stop barbecue pit",1,-1,FAIL
"burger king's 'who is the king?' vote reportedly angers belgian royal",-1,-1,MATCH
"celebrities are urging australians to vote 'yes' on same-sex marriage",-1,-1,MATCH
"last line of obama's military force request briefly mentions possibility of 25-year quagmire",1,1,MATCH
"nation demands more slow-motion footage of running basset hounds",1,1,MATCH
"report: average american consumes 156 pounds of sugar per year but would like to consume much more",1,1,MATCH
"america's least common jobs",-1,-1,MATCH
"nation did not see mark wahlberg's sex change coming",1,-1,FAIL
"woman getting stood up on first date got all drunk for nothing",1,1,MATCH
"supreme court rules in favor of most buck-wild pride parade nation's ever seen",1,1,MATCH
"virginia is on the verge of giving health coverage to 400,000, but there's a catch",-1,-1,MATCH
"cops respond to reports of threats and screams... and find the unexpected",-1,-1,MATCH
"making sense of probiotics and prebiotics",-1,-1,MATCH
"mom sits down for dinner 3 months after rest of family finishes meal",1,1,MATCH
"the top 10 workout songs for february",-1,-1,MATCH
"former presidents convene for liver spot summit",1,-1,FAIL
"47 weak-willed senators bend to interests of powerful american people",1,1,MATCH
"nevada secretary of state says she has evidence of voter fraud in presidential election",-1,1,FAIL
"for-profit college hastily designs diploma for student on verge of actually graduating",1,1,MATCH
"30 percent of india's population now under twisted wreckage",1,1,MATCH
"a conversation with pavel durov",-1,-1,MATCH
"republicans introduce economic equality bill for fun of shooting it down",1,1,MATCH
"military apologizes after drone strike intended for yemeni isis base accidentally hits west palm beach wedding",1,-1,FAIL
"frustrated jesus christ forced to find 22nd vessel for reincarnation after death of charles manson",1,1,MATCH
"usa today editorial board calls trump unfit to clean obama's toilets in scathing editorial",-1,-1,MATCH
"arianna huffington urges gop voters to 'trexit' and dump trump",-1,-1,MATCH
"boston globe offers 'spotlight' fellowship to fund investigations",-1,1,FAIL
"daddy issues worked out on dance floor",1,1,MATCH
"30 things about anxiety nobody talks about",-1,-1,MATCH
"hungover guillermo del toro panics after realizing he promised to write new movie for everyone at oscars after-party",1,1,MATCH
"cate blanchett brings her own unique glamour to the golden globes",-1,-1,MATCH
"arizona high schools to now teach spanish entirely in english",1,-1,FAIL
"please stop asking this unsettling question to women everywhere",-1,-1,MATCH
"the best low-calorie mixers to use now",-1,-1,MATCH
"god legally changes name to jake steele",1,1,MATCH
"biden hands out loose gt cola can to unexpected trick-or-treater",1,1,MATCH
"gop 'ins' alabama representative",1,-1,FAIL
"opium-inspired ad executive composes epic tums jingle",1,-1,FAIL
"bud light hopes amy schumer, seth rogen and beer help you forget this horrible election",-1,-1,MATCH
"amy krouse rosenthal's daughter continues her late mother's last project",-1,-1,MATCH
"report: employers created 40,000 new jobs for existing employees last month",1,1,MATCH
"why the lord's prayer is bad news for many christians",-1,-1,MATCH
"partygoer gets thoughtful",1,-1,FAIL
"of course busy bartender doesn't mind taking picture of you and your friends",1,-1,FAIL
"u.s. citizens say they were detained by border patrol agent for 'speaking spanish'",-1,1,FAIL
"oven preheated for 16 seconds",1,-1,FAIL
"playground treated to hot pug-on-pug action",1,1,MATCH
"it's snowing in florida and people are loving it",-1,-1,MATCH
"even consumer's subconscious can tell banner ad campaign ineffective",1,1,MATCH
"why you need to brag more and 3 ways to do it",-1,-1,MATCH
"'springsteen on broadway' is the 'rock and roll storybook' dreams are made of",-1,-1,MATCH
"burned-out coffee-shop employee just lets paul simon play for fifth time",1,-1,FAIL
"the 7 things tech companies need to realize about older workers",-1,-1,MATCH
"curing my blindness by turning off my smartphone",-1,-1,MATCH
"report: rise in global temperatures likely to increase number of americans who fucking reek",1,1,MATCH
"white house lawn covered in congressional campaign signs",1,-1,FAIL
"man googling 'tender lump on neck' about to begin exciting new phase in life",1,1,MATCH
"westboro baptist church not really sure why they're picketing allan arbus' funeral",1,-1,FAIL
"clive cussler realizes latest novel not thrilling 3 hours after sending it to printer",1,1,MATCH
"film about little guy battling huge, morally bankrupt organization made by huge, morally bankrupt organization",1,1,MATCH
"here's how depression affects gay and lesbian couples",-1,-1,MATCH
"sylvester stallone shells out $400,000 for a statue of himself",-1,1,FAIL
"floral arrangement at funeral talked about more than deceased",1,1,MATCH
"beyoncé will reportedly join coldplay for the super bowl 50 halftime show",-1,-1,MATCH
"american dream week a smashing, mostly uninvestigated success",-1,-1,MATCH
"when this tenacious learner became a mom",-1,-1,MATCH
"man with apple hovering in front of face sues rené magritte's estate",1,1,MATCH
"nasa launches first cordless satellite",1,-1,FAIL
"monday's morning email: the aftermath of the baton rouge shooting that left three officers dead",-1,-1,MATCH
"california debates 'yes means yes' sex assault law",-1,-1,MATCH
