File:,"../Sarcasm/Sarcasm_train_set_1.csv"
TEXT,VALUE,PRED,CORRECT
"keynote speaker enlightens entire generation with theme that world is changing",1,-1,FAIL
"insiders blame rove for covering up iraq's real wmd",-1,-1,MATCH
"paypal back up after suffering from temporary global outage",-1,-1,MATCH
"woman mentally rifles through friends for perfect person to sympathize with current pettiness",1,1,MATCH
"in your face: the hidden history of plastic surgery and why looks matter",-1,-1,MATCH
"man at very top of food chain chooses bugles",1,1,MATCH
"how americans get duped into buying endangered animal items",-1,-1,MATCH
"rhode island votes to move 2008 primary to tomorrow",1,-1,FAIL
"man reading pynchon on bus takes pains to make cover visible",1,1,MATCH
"paul ryan grudgingly impressed by angry protester who's matched his running pace for 9 miles",1,-1,FAIL
"woman apologizes to therapist for monopolizing conversation",1,-1,FAIL
"confused firefighters fail to rescue child wearing firefighter costume",1,-1,FAIL
"tour becoming one-on-one between guide and man who knew name of mckinley's assassin",1,1,MATCH
"the funniest tweets from women this week",-1,-1,MATCH
"ketchup crust on heinz bottle cap still dreams of one day getting onto hot dog",1,1,MATCH
"e.t. toys forced on uninterested children",1,-1,FAIL
"who were you on 9/11?",-1,-1,MATCH
"film to be made into john grisham",1,-1,FAIL
"recapping the women's college advantage",-1,-1,MATCH
"the return to basics in education. did we ever leave?",-1,-1,MATCH
"texas vows to reclaim title of most regressive state from arizona",1,1,MATCH
"activists: isis militants kill over 100 in attack on syrian regime-held area",-1,-1,MATCH
"louisa meets bear by lisa gornick",-1,-1,MATCH
"fbi deputy director touched by heavily redacted farewell card from bureau coworkers",1,-1,FAIL
"equinox explores the fundamentals of lgbtq life in stunning new pride video",-1,-1,MATCH
"when art becomes poison",-1,-1,MATCH
"nurse to grab lunch right after she finishes draining bile from man's liver",1,1,MATCH
"it took me 30 years to come to terms with half of my identity",-1,1,FAIL
"trump to violate iran nuclear deal, vows to reimpose sanctions",-1,-1,MATCH
"is it ok to be rich?",-1,-1,MATCH
"closeted soldiers getting in last clandestine rendezvous before 'don't ask, don't tell' repealed",1,-1,FAIL
"michele bachmann claims there's violence in israel because jesus is 'coming soon'",-1,-1,MATCH
"be still our hearts: raspberry chocolate grilled cheese sandwiches",-1,-1,MATCH
"in venezuela: it's time to consider new options",-1,-1,MATCH
"how my non-verbal autistic son communicates using just google street view",-1,-1,MATCH
"man pulling on loose hangnail slowly unravels skin from entire body",1,1,MATCH
"arkansas plans to execute 2 convicted killers on monday",-1,-1,MATCH
"aisle view: the queen takes the stage",-1,-1,MATCH
"john kelly loses seat on naacp board of directors",1,1,MATCH
"transgender troops are fighting for this country. will our country fight for them?",-1,-1,MATCH
"friday's morning email: what to look for with four days to go",-1,-1,MATCH
"nyc removes statue honoring 19th century surgeon who experimented on female slaves",-1,-1,MATCH
"cheney to speak at republican convention from section 109, row 56, seat 3",1,1,MATCH
"rest in peace leelah alcorn",-1,-1,MATCH
"in the 'bad moms christmas' trailer, the bad moms' moms are crashing the party",-1,-1,MATCH
"woman relieved soulmate turned out to be in same socioeconomic bracket",1,-1,FAIL
"clarence thomas sexually harassed me. yes, he should be impeached.",-1,-1,MATCH
"marine le pen literally stole parts of a speech from her rival",-1,-1,MATCH
"lifelong boise resident realizes he's never been to morrison knudsen nature center",1,-1,FAIL
"man grateful to live in society where mattress disappears if left on sidewalk for a couple days",1,-1,FAIL
"bill clinton waiting until after primaries to endorse candidate",1,-1,FAIL
"maryland gov. larry hogan says cancer is 95 percent gone",-1,-1,MATCH
"man thinks going to vegas for things other than gambling somehow less sad",1,1,MATCH
"huffpollster: voters remain very negative about donald trump and hillary clinton",-1,-1,MATCH
"myanmar is picking up the pieces after earthquake damaged ancient pagodas",-1,-1,MATCH
"presidential radio address pledge drive in its final day",1,-1,FAIL
"here are the latest photos from march for our lives",-1,-1,MATCH
"america not sure it will have enough revulsion and horror left for cabinet, court appointments",1,-1,FAIL
"sean spicer is irreplaceable",-1,-1,MATCH
"metta world peace thinks that matt barnes fight factored into derek fisher's firing",-1,-1,MATCH
"no one at ad agency remembers hiring carrot top for commercial",1,-1,FAIL
"a year after a coward killed the charleston 9, bible study continues",-1,-1,MATCH
"individuals unaware they constitute area man's support network",1,1,MATCH
"black mother speaks out: african-american boys 'won't ever really be safe'",-1,-1,MATCH
"obama clinches 'joe cabernet sauvignon' vote",1,-1,FAIL
"millions of kids could be at risk because of this deadly dresser",-1,-1,MATCH
"sikh student shot dead at california home",-1,-1,MATCH
"woman assures friend she has blackouts from drinking all the time",1,-1,FAIL
"friend wondering if you can catch him up on what happened in previous 7 seasons during 'game of thrones' title sequence",1,-1,FAIL
"wow, dad really went from zero to 60 with woodworking this summer",1,-1,FAIL
"the double and the christmas holidays",-1,-1,MATCH
"clearing the aereo",-1,-1,MATCH
"6 things you should never tell your divorced friend",-1,-1,MATCH
"asghar farhadi wins big after boycotting oscars over trump's muslim ban",-1,-1,MATCH
"unemployed man photoshops self into former company's staff photo",1,1,MATCH
"ukraine war: shelling and hunger killing civilians",-1,-1,MATCH
"man unwilling to skydive blasted for contradicting previous 'up for whatever' stance",1,1,MATCH
"twitter goes crazy after ugandan president museveni takes mysterious roadside call",-1,-1,MATCH
"struggling supreme court loses eighth consecutive case",1,-1,FAIL
"why gay marriage doesn't open the door to polygamy",-1,-1,MATCH
"entire shopping mall quietly dreading whatever empty stage set up for",1,1,MATCH
"area dad spends super bowl looking regretfully at son who wasn't allowed to play football",1,1,MATCH
"when the sheep are watching over your mind",-1,-1,MATCH
"florida woman calls 911 for wings, smokes, police say",-1,-1,MATCH
"freedom caucus closing in on deal to rewrite health care bill at 11th hour",-1,-1,MATCH
"these fashion grandpas could not be more adorable",-1,-1,MATCH
"deceitful woman deviously alters appearance to give illusion of youth, fertility",1,1,MATCH
"child pleads case for why family rabbit should be named aunt susan",1,-1,FAIL
"5 foolproof outfits to copy this weekend",-1,-1,MATCH
"construction crew arguing over who gets to use the fun tools",1,-1,FAIL
"helping the planet, and your appetite, by dining on invasive species",-1,-1,MATCH
"thomas jefferson impersonator reenacts famous cell phone shouting match with wife",1,-1,FAIL
"bob saget says mentor bill cosby has been 'tarnished' by 'despicable' acts",-1,-1,MATCH
"if you want to understand the price of milk, think of it like gasoline",-1,-1,MATCH
"'a rising tide lifts all boats,' but the boatless are left to suffer",-1,-1,MATCH
"copycat culture: adapting to a world of adaptations",-1,-1,MATCH
"has d-day arrived for cuba?",-1,-1,MATCH
"michael bolton singing john bolton's scary words about war is almost soothing",-1,-1,MATCH
"savage attack on oasis of calm in dhaka shakes expat community",-1,-1,MATCH
"you the newest subsidiary of kraft foods",1,-1,FAIL
"france's election is about so much more than just populism",-1,-1,MATCH
"fbi can't bring themselves to bust guy torrenting every season of 'picket fences'",1,1,MATCH
"trevor noah exposes vladimir putin's sinister actions towards u.s. diplomats",-1,-1,MATCH
"bette midler ruptures",1,-1,FAIL
"woman with really pointy feet finds perfect shoes",1,1,MATCH
"winning lottery numbers so obvious in hindsight",1,-1,FAIL
"trump's cabinet picks pave the way for a nihilistic future",-1,-1,MATCH
"rotating knife vortex closed pending safety investigation",1,-1,FAIL
"report: no one currently thinking about you",1,-1,FAIL
"uncertainty about hillary clinton's health is on the rise, poll finds",-1,-1,MATCH
"inspired film executive has great idea for budget of film",1,1,MATCH
"only jewish kid in class asked to talk about holocaust remembrance day",1,-1,FAIL
"bush has one of those days where he feels like 68 percent of people hate him",1,1,MATCH
"pope benedict leaves church in helicopter with lebron james, paul feig for some reason",1,-1,FAIL
"'whoisdsharp' injects some viral vine violin into huffpost 6x60",-1,-1,MATCH
"these two words are stealing your freedom",-1,-1,MATCH
"bill maher lets 'impish brit' milo yiannopoulos off easy",-1,-1,MATCH
"farberware releases new nonstick eggs",1,-1,FAIL
"and now, the first picture from the 'gilmore girls' revival",-1,-1,MATCH
"7 ways to build a community using data-driven narratives",-1,-1,MATCH
"woman 'dragged' from west virginia hearing after listing lawmakers' oil and gas donors",-1,-1,MATCH
"justin timberlake wants his son to be inspired by charlottesville's strength",-1,-1,MATCH
"man at adjacent urinal pretends to look straight ahead",1,1,MATCH
"john kelly struggles to maintain believable trump impression during phone calls with parkland survivors",1,-1,FAIL
"the obamas wrest presidential portraiture from its traditional (white) trappings",-1,-1,MATCH
"arizona wildfire destroys dozens of homes, raising warnings of a bad season",-1,-1,MATCH
"baseball icon david ortiz slams trump for anti-mexican attacks",-1,-1,MATCH
"why the teacher walkouts sweeping the country are a feminist issue",-1,-1,MATCH
"homeland security finally vows to fully join investigation into 'hate-inspired attacks'",-1,-1,MATCH
"why the un rejected turkey's bid for a security council seat?",-1,-1,MATCH
"bette midler might have the best take on 'batman v superman'",-1,-1,MATCH
"no matter what happens in the gop primary, a lot of republicans won't be happy",-1,-1,MATCH
"'deadpool 2' trailer debuts josh brolin's cable and other x-citing mutants",-1,-1,MATCH
"white roof, low energy",-1,-1,MATCH
"teens spend wild spring break in d.c. begging lawmakers for their lives",1,-1,FAIL
"4 angels banished from heaven for attempting to unionize",1,-1,FAIL
"two years after sandy: addressing the emotional needs of survivors",-1,-1,MATCH
"high school fuckup now in charge of checking airport luggage for explosives",1,1,MATCH
"trump taps 'jumpin' jack flash' to close the deal in iowa",-1,-1,MATCH
"magnanimous banker hires occupy wall street protesters",1,-1,FAIL
"'goodell must go' banners flying over nfl stadiums",-1,-1,MATCH
"dog or lena dunham?",-1,-1,MATCH
"10 worst states for business",-1,-1,MATCH
"munich shooter planned attacks for a year, german authorities say",-1,-1,MATCH
"immigrants, they get the job done in amazing new 'hamilton mixtape' video",-1,-1,MATCH
"sleepover guests get story straight on what time they went to bed",1,1,MATCH
"thoughts on 54 below, 'blood brothers' and cabaret",-1,-1,MATCH
"floppy-armed robot repeatedly warns: 'danger'",1,-1,FAIL
"civilization collapses",1,-1,FAIL
"hollywood quietly shuts down after realizing that entertainment a delicate matter of subjective opinion",1,-1,FAIL
"area man seated next to lou reed on roller coaster",1,1,MATCH
"newsweek's top editor and staffers suddenly fired",-1,-1,MATCH
"best, most original idea man's ever had returns 114,000 google search results",1,-1,FAIL
"she quit working for trump. now she's running for congress to fight him.",-1,-1,MATCH
"inauguration crowd moves to white house gates to watch presidency happen",1,-1,FAIL
"aspiring elitist moves to new york",1,1,MATCH
"wrecking to 'revitalise': são paulo expels drug users and razes buildings, claiming public safety",-1,-1,MATCH
"republican food stamp bill would cut benefits, but not the size of government",-1,-1,MATCH
"the threat to america that no one is talking about",-1,-1,MATCH
"kate moss and naomi campbell return to the runway together for a special reason",-1,-1,MATCH
"orphanage director pushing asian orphans",1,-1,FAIL
"secret service rooftop sniper team depressed by sprawling view of cleveland",1,1,MATCH
"report: it too soon to glance back at attractive person",1,1,MATCH
"lee daniels made 'star' for 'white people to feel good about being white'",-1,-1,MATCH
"queer icon kate bornstein holds groundbreaking conversation with theda hammel",-1,-1,MATCH
"black realness in the mainstream, but is everybody watching?",-1,-1,MATCH
"the 'gilmore girls' cast reunited at atx and it was magical",-1,-1,MATCH
"trump caps off infrastructure week by stoking a mideast crisis",-1,-1,MATCH
"chance the rapper celebrates the last christmas before donald trump with run-dmc spoof",-1,-1,MATCH
"what to expect from 'the simpsons'/'family guy' crossover",-1,-1,MATCH
"horrible boogie boarding accident leaves man totally bummed below the neck",1,-1,FAIL
"missing maryland college student who prompted campus closure found dead",-1,-1,MATCH
"new $50 million planetarium opens young minds to wonders of pink floyd",1,1,MATCH
"niall horan and james corden parody ginuwine's 'pony' in this halloween treat",-1,-1,MATCH
"senator from troubled home state repeatedly acting out in congress",1,-1,FAIL
"palestinian youth and the psychological impact of violence",-1,-1,MATCH
"'on fleek' viral star peaches monroee just launched her own hair line",-1,-1,MATCH
"watch this little girl age 80 years right before your eyes",-1,-1,MATCH
"depleted bruegger's bagels gift card living out quiet retirement in wallet's fourth row",1,-1,FAIL
"trump's budget is a death sentence for the als community",-1,-1,MATCH
"hair salon acquires rare nagel print",1,-1,FAIL
"top cute",1,-1,FAIL
"just-opened factory to create 250 new jobs, 170 new cancer cases",1,1,MATCH
"elderly woman relieved to know she's tackled last technological advancement of lifetime",1,1,MATCH
"get ready to lol at this 'force awakens' trailer with jar jar binks",-1,-1,MATCH
"sónar festival offers more than you might expect",-1,-1,MATCH
"what comics can offer to bible readers",-1,-1,MATCH
"what berlin (and brussels) can teach cairo and washington",-1,-1,MATCH
"welcome to the age of context-driven sales and marketing",-1,-1,MATCH
"pope beatifies god in important step toward sainthood",1,-1,FAIL
"pakistani boy, u.s. drone form unlikely friendship",1,-1,FAIL
"hillary clinton makes her final pitch of the election in north carolina",-1,-1,MATCH
"suppression of the transgender vote",-1,-1,MATCH
"content writer awkwardly shows parents around website where he works",1,-1,FAIL
"swedes stumped by swedish 'national security adviser' on fox",-1,-1,MATCH
"new york prepares for protests as grand jury reviews eric garner's death",-1,-1,MATCH
"the invisible generation",-1,-1,MATCH
"watch anthony weiner discover he's not going to be new york's mayor",-1,-1,MATCH
"a simple experiment in empathy",-1,-1,MATCH
"you are enough",-1,-1,MATCH
"sheepish secret service agent can't explain how vacuum cleaner salesman got into oval office",1,-1,FAIL
"authors are rallying to preserve langston hughes' harlem home",-1,-1,MATCH
"watch live: music producer jermaine dupri talks new show",-1,-1,MATCH
"9 quotes that will help you find the nerve to take a bold risk",-1,-1,MATCH
"neighbors' wi-fi password must be something good",1,-1,FAIL
"the making of them: tv documentary review (belated)",-1,-1,MATCH
"study finds girls outperforming future employers in school",1,-1,FAIL
"living with hiv: my journey",-1,-1,MATCH
"embracing change in an uncertain climate",-1,-1,MATCH
"how i'm finding my voice with wendy davis",-1,-1,MATCH
"chuck schumer warns gop not to change the rules to confirm neil gorsuch",-1,-1,MATCH
"balance... a reminder from the washing machine",-1,-1,MATCH
"bernie sanders planning 'major speech' on democratic socialism",-1,-1,MATCH
"thanks to kickstarter, thousands of endangered penguins will get new homes",-1,1,FAIL
"nation letting itself have few moments of celebration before returning to horrifying reality of violent extremism",1,1,MATCH
"adnan syed is getting a second podcast after 'serial'",-1,-1,MATCH
"james corden roasts david beckham for matching outfits with posh",-1,-1,MATCH
"lowe's introduces 2-way ladder user can also climb down",1,-1,FAIL
"the bridge, an essay (photos)",-1,-1,MATCH
"like boxes of shit in your house? get a cat",1,-1,FAIL
"the toy aisle is almost too much for this boy to handle",-1,-1,MATCH
"mutual selection process",-1,-1,MATCH
"man returns to work after vacation with fresh, reenergized hatred for job",1,1,MATCH
"child abuse: how much is too much?",1,-1,FAIL
"'stranger things' renewed for season 3 by netflix",-1,-1,MATCH
"time running out on second-keg fund drive",1,1,MATCH
"guitar music fad runs course",1,-1,FAIL
"siri calls 911 for teen pinned under fallen truck",-1,-1,MATCH
"american people admit having facebook data stolen kind of worth it to watch that little fucker squirm",1,1,MATCH
"prince harry shows guest to air mattress in corner of windsor castle",1,1,MATCH
"the power of perspective",-1,-1,MATCH
"millions of policy proposals spill into sea as brookings institution think tanker runs aground off crimea coast",1,1,MATCH
"here's all the expensive nonsense trump's epa chief is wasting your taxes on",-1,-1,MATCH
"an american talks turkey about the 'intolerant' chicken",-1,-1,MATCH
"16 quick highlights from j.j. abrams and chris rock's tribeca film festival talk",-1,-1,MATCH
"philip morris says it's 'trying to give up cigarettes' in 2018",-1,-1,MATCH
"grandma pretty much unmoved by threat of not seeing grandchildren",1,1,MATCH
"when politicians think the microphone is off, they start getting real",-1,-1,MATCH
"senior citizens discuss merits of county-clerk candidates",1,1,MATCH
"nostalgic hope hicks barely recognizes young woman on white house id badge",1,1,MATCH
"people think ivanka trump's new twitter bio is an insult to women",-1,-1,MATCH
"area grandmother comes forward as 'banksy'",1,1,MATCH
"someone edited 'the last jedi' to make a 'chauvinist cut' without women",-1,-1,MATCH
"boehner just wants wife to listen, not come up with alternative debt-reduction ideas",1,1,MATCH
"obama to speak at memorial service for dallas officers on tuesday",-1,-1,MATCH
"lifelong dream no match for first brush with adversity",1,-1,FAIL
"'curses!' shouts fist-shaking meals on wheels ringleader as trump cuts off gravy train",1,-1,FAIL
"santa obliges dad of sleeping boy by snoozing on camera",-1,1,FAIL
"why i'm thinking of separating from a wonderful man after 27 years together",-1,-1,MATCH
"'the late show' confirms there's an anti-trump protest for everyone",-1,-1,MATCH
"airplane's terrifying landing may put you off flying for good",-1,-1,MATCH
"what people are buying on amazon this week, besides baby banana toothbrushes",-1,-1,MATCH
"british singer and tv host cilla black dies at 72",-1,-1,MATCH
"michelle obama explains in no uncertain terms why she won't run for office",-1,-1,MATCH
"passengers freed from hijacked plane that landed in malta",-1,-1,MATCH
"scared of dying",-1,-1,MATCH
"how we're using existing technology to save vets' and service members' lives (and how you can help)",-1,-1,MATCH
"what i did over the holidays that would make seinfeld proud",-1,-1,MATCH
"area man a little too old to have obama fever",1,1,MATCH
"neighbor's house fire kind of beautiful, actually",1,1,MATCH
"10 years of marriage equality",-1,-1,MATCH
"parents seize creative control of 3rd-grade art project",1,1,MATCH
"great lakes, amazing connections: the power of cooperation in policymaking",-1,-1,MATCH
"processing the facts: what will ferguson's legacy be?",-1,-1,MATCH
"munchstrosity created in frito-layboratory",1,-1,FAIL
"historical archives: the twenty top-most books in print at present",1,-1,FAIL
"new poultry stripe gum hardly tastes like goose after chewing for one minute",1,1,MATCH
"cocky attempt to operate atm in spanish backfires",1,-1,FAIL
"fan prefers tarantino's early work when he was shelving movies all day at video store",1,-1,FAIL
"verizon and unions reach 'tentative agreement' to end strike",-1,-1,MATCH
"james corden making major changes to show after london attacks",-1,-1,MATCH
"magazine article about mindy kaling fails to mention she's a woman",1,-1,FAIL
"mexico in the making: the emerging tech and entrepreneurship community",-1,-1,MATCH
"this labor day, let's boost opportunity in every zip code",-1,-1,MATCH
"as shutdown looms, push to link planned parenthood with spending fight gains steam in house",-1,-1,MATCH
"yosemite national park completes construction on new 6-lane scenic driving trail",1,1,MATCH
"75% of party trolley defaulting on student loans",1,1,MATCH
"nun with a chainsaw clears hurricane irma debris like a pro",-1,-1,MATCH
"lena dunham matches the red carpet",-1,-1,MATCH
"time's up, men: more than 300 women file for house races",-1,-1,MATCH
"actor's parents proud he's playing a doctor",1,-1,FAIL
"controversial christian faction believes jesus was nailed to two parallel pieces of wood",1,1,MATCH
"the religious imagery stitched throughout the 2018 met gala",-1,-1,MATCH
"asexuals are increasingly becoming part of pride month",-1,-1,MATCH
"can the new sfmoma turn tech-bros into art patrons?",-1,-1,MATCH
"senior-center residents debate new anchorwoman's ethnicity for fifth straight evening",1,1,MATCH
"national interest in anything hovering around 3 percent",1,-1,FAIL
"good stock farm: a great new cooking school",-1,-1,MATCH
"report: breathing can extend lifespan by several decades",1,-1,FAIL
"'one day at a time' actor pat harrington jr. dead at 86",-1,-1,MATCH
"watch: ghost riding a tractor swing",-1,-1,MATCH
"johnny galecki returns to 'roseanne' and reuniting is such sweet sorrow",-1,-1,MATCH
"new bailiff tired of hearing how old bailiff did things",1,1,MATCH
"enda: the nightmare scenario in which gopers push a bad bill that gay groups dropped",-1,-1,MATCH
"banking saves health care",-1,-1,MATCH
"tree outside window upset man just changed channel",1,1,MATCH
"paul ryan renews call to suspend hillary clinton's classified briefings",-1,-1,MATCH
"area man guesses he doesn't need mc lyte wikipedia page open anymore",1,1,MATCH
"federal judge rules fair housing law protects colorado lgbt couple",-1,-1,MATCH
"kris kobach defends using a private email for government business",-1,-1,MATCH
"black man blissfully unaware his name going to be hashtag by end of week",1,1,MATCH
"'harlem shake' creators threaten legal action against fcc chairman ajit pai",-1,-1,MATCH
"nation admits there could be a little less porn",1,-1,FAIL
"ice cube is co-writing, starring in a genre-crossing 'oliver twist' musical",-1,-1,MATCH
"nobody wins when the final score is 161-2",-1,-1,MATCH
"labor unions blamed for derailing campaign transparency efforts",-1,-1,MATCH
"kool-aid, hi-c make backroom deal to destroy tang",1,-1,FAIL
"tyler, the creator, is a huge fan of tesla ceo elon musk",-1,-1,MATCH
"pep-rally skit rumored to involve cross-dressing principal",1,-1,FAIL
"critics worried new cia report puts u.s. at considerable risk of transparency",1,1,MATCH
"pbs moderators spend first 10 minutes of debate asking candidates for fundraising advice",1,1,MATCH
"2020 new york presidential candidates: cuomo v. gillibrand",-1,-1,MATCH
"can you spot what's wrong with the memphis grizzlies' valentine's day graphic?",-1,-1,MATCH
"irish wake a blur",1,-1,FAIL
"how to know if your s.o. is ready to get serious",-1,-1,MATCH
"area man unsure whether he's on right bus for most of trip",1,1,MATCH
"actor receives $25 million for everyman role",1,-1,FAIL
"god, jesus and the bible: faqs for gay pride month",-1,-1,MATCH
"secretary of agriculture finally gets around to reading fast food nation",1,1,MATCH
"how the opioid crisis is blowing a hole in small-town america's finances",-1,-1,MATCH
"nation's insomniacs speak out against world's-strongest-man competitions",1,-1,FAIL
"lesbian couple enjoys hot lesbian action",1,-1,FAIL
"report: saying 'smells okay' precedes 85% of foodborne illnesses annually",1,1,MATCH
"cnn chief jeff zucker rips donna brazile's 'disgusting' dealings with clinton campaign",-1,-1,MATCH
"lawyer urged by mother to include younger brother in murder trial",1,-1,FAIL
"teen choice awards honor cory monteith with posthumous surfboard",1,-1,FAIL
"presidential commission announces no candidates met threshold to compete in second debate",1,1,MATCH
"nursing home placement can be the most loving choice for a person with alzheimer's",-1,-1,MATCH
"man, woman experiencing 2 very different sexual tensions",1,-1,FAIL
"expiration of contract allows fergie to put on pair of pants for first time in 5 years",1,1,MATCH
"older voters are suffering the greatest election stress. here's why.",-1,-1,MATCH
"the importance of first responders",-1,-1,MATCH
"nba players to start paying for retired players' health insurance",-1,-1,MATCH
"4-year-old reportedly loved trip to italy",1,-1,FAIL
"democrats split over opposing government funding bill that doesn't protect dreamers",-1,-1,MATCH
"aerobics enthusiast believes in crystal light, self",1,-1,FAIL
"preview expiration test 2",-1,-1,MATCH
"rep confirms those david bowie rumors about scattering his ashes at burning man are 'untrue'",-1,-1,MATCH
"unkempt japanese man must be some sort of artist or something",1,1,MATCH
"occasionally you realize someone you thought was a dear friend is actually a foe, their true character finally revealed. but how do you forgive the unforgivable? here are my 10 steps to handling betrayal with elegance and grace.",-1,-1,MATCH
"friend gearing up to hate the hulk",1,-1,FAIL
"19 adorable doggie save-the-dates for when you're having a ruff day",-1,-1,MATCH
"report: americans most physically active when getting comfy",1,1,MATCH
"10 basic trends 2014 can keep",-1,-1,MATCH
"another noose found near d.c. museums, police say",-1,-1,MATCH
"michelle obama finally gets around to reading 'dreams from my father'",1,-1,FAIL
"donald trump is wrong that americans don't care about his tax returns",-1,-1,MATCH
"mike pence clearly went to ash wednesday services dozens of times",1,1,MATCH
"grandma defiantly taking scone recipe to grave",1,-1,FAIL
"sexual predator gets tenure",1,-1,FAIL
"hydraulic press crushes the immortal soul out of halloween",-1,-1,MATCH
"when soldier returns home, her toddler son can't contain his excitement",-1,-1,MATCH
"entire facebook staff laughs as man tightens privacy settings",1,1,MATCH
"this initiative aims to give aspiring female filmmakers the chance to work",-1,-1,MATCH
"david cameron to scottish people: 'i'll kill myself if you leave'",1,-1,FAIL
"dwts: tonight we rumba!",-1,-1,MATCH
"conductor fatigue blamed in massive model train crash",1,-1,FAIL
"cheering gets slightly less loud after obama's call for community service",1,-1,FAIL
"trump fulfills campaign promise of pushing major immigration decision on someone else so he can watch tv",1,-1,FAIL
"disastrous ad campaign appeals to basic human intelligence",1,-1,FAIL
"'the onion' is canceling our 15-second web video featuring kevin spacey",1,-1,FAIL
"study proves exactly how gross bathroom hand dryers really are",-1,-1,MATCH
"amount of halloween candy collected down 15 percent",1,1,MATCH
"as i grieve, 'maybe' has become a positive tool to help me find balance",-1,-1,MATCH
"comedian shows how easy it is to get a medical marijuana card in california",-1,-1,MATCH
"michael douglas denies masturbating in front of a former employee",-1,-1,MATCH
"dog returned to shelter for being 'too nice' finds new home",-1,-1,MATCH
"man actually shouting at other man to get jennifer aniston romantic comedy made",1,1,MATCH
"entire conversation with parents spent changing the subject",1,-1,FAIL
"office bad boy sees right through team-building exercise",1,-1,FAIL
"by embracing psychology and ignoring polls, democrats could still win the '14 elections",-1,-1,MATCH
"royal couple to spend $36.21 queen elizabeth had left over from 2010 u.s. visit",1,1,MATCH
"mega-churchgoer hopes to appear devout on jumbotron",1,1,MATCH
"rebel grandma sneaks out of care home to get a tattoo",-1,-1,MATCH
"'nothing ordinary' about multinational chain of pepsico-owned, mexican-themed fast food outlets",1,1,MATCH
"andrea tantaros wants roger ailes, fox news execs to take a lie detector test",-1,-1,MATCH
"martha raddatz was the mvp of that horrifying debate",-1,-1,MATCH
"after brock turner case, this woman wants to tell the world what it costs to survive sexual assault",-1,-1,MATCH
"steven spielberg joins dc universe for 'blackhawk' film",-1,-1,MATCH
"pope francis sneaks leftovers to false god moloch at back door of st. peter's basilica",1,1,MATCH
"area ceo doesn't have time for this shit",1,-1,FAIL
"mom just called to say hi and that she's very sad",1,-1,FAIL
"grandparents' super sweet birthday serenade will make you tear up",-1,-1,MATCH
"billionaire ceo donates rat's ass to world's poor",1,-1,FAIL
"crossing the finish line for kids with cardiomyopathy",-1,-1,MATCH
"manufacturers struggle to turn data into insight",-1,-1,MATCH
"ronaldo's abs are the champions of europe",-1,-1,MATCH
"gop voters will probably support anyone their party nominates",-1,-1,MATCH
"the other rev. king: a word from mississippi",-1,-1,MATCH
"new visa talking credit card urges buyers to go for it",1,1,MATCH
"'neighbors 2' takes on sexism and double standards in an unexpected way",-1,-1,MATCH
"8 perks of being divorced during the holidays",-1,-1,MATCH
"see how well you know the news with huffpost's headline quiz on google home",-1,-1,MATCH
"area child disappointed to learn parents' love unconditional",1,1,MATCH
"new study finds staring out from balcony with best friends strongest indicator that this your city, your time",1,-1,FAIL
"cash-strapped michael jackson forced to sell off pet giraffes as meat",1,-1,FAIL
"new study finds most of earth's oxygen used for complaining",1,1,MATCH
"trump relaxes after debate by slipping back into nice, warm personal reality",1,-1,FAIL
"mark-paul gosselaar obviously authored own imdb trivia",1,-1,FAIL
"report: 80% of queen's 'greatest hits' cds lodged in center console of first car",1,1,MATCH
"anne frank center blasts trump's limp anti-semitism response",-1,-1,MATCH
"chili's customer who just finished ribs platter given complimentary hose-down",1,-1,FAIL
"desperate 'time' magazine announces 'man of june'",1,1,MATCH
"thursday's morning email: va scandal worse than previously thought",-1,-1,MATCH
"bush introduces new timmy blanchard left behind act",1,1,MATCH
"huffpollster: indiana's gop primary will be a battle between demographics and economics",-1,-1,MATCH
"the world's shark population is 'decimated' thanks to this soup",-1,-1,MATCH
"houston residents begin surveying damage of 200 years of unchecked worldwide industrialization",1,1,MATCH
"u.k. to also ban large electronics on some flights from middle east, africa",-1,-1,MATCH
"two very different closets: my life as the gay daughter of a u.s. spy",-1,-1,MATCH
"media stumped on how to handle missing mixed-race woman",1,-1,FAIL
"rowdy, raunchy, jet-setting barbados can be more affordable than you might think",-1,-1,MATCH
"'piggies' written in blood on clouds only clue in shocking murder of six angels",1,1,MATCH
"kansas secretary of state: only obstacle voter id causes may be 'exerting calories'",-1,-1,MATCH
"hoda kotb replaces matt lauer as 'today' co-anchor",-1,-1,MATCH
"hillary clinton pledges not to cut social security benefits",-1,-1,MATCH
"reddi wip canister used as directed",1,-1,FAIL
"cnn's erin burnett reports donald trump kissed her friend without consent",-1,-1,MATCH
"adapting change to fit complexity",-1,-1,MATCH
"feds say hydropower capacity could be doubled in u.s.",-1,-1,MATCH
"new facebook feature allows user to cancel account",1,1,MATCH
"woman with amazing rack told she has beautiful eyes",1,1,MATCH
"bags filled with sand still most advanced u.s. anti-flood technology",1,-1,FAIL
"head-on collision with a ford",-1,-1,MATCH
"corey flintoff unleashes sonorous, pleasantly modulated string of obscenities",1,1,MATCH
"report: it going to take way more than an inconceivable act of violence for country to rise above politics",1,1,MATCH
"toddler chokes to death on plastic taiwanese-made toy",1,-1,FAIL
